,Tweets
3323,<|paddingtonbear|><|neutral|><|westfieldlondon|><|undefined|>Would you like to come to a special screening of my new film? Tweet from my @westfieldlondon pop-up with #paddington #elevenses
3324,"<|paddingtonbear|><|neutral|><|rare|><|offend|>@matt_mccutcheon Thank you, I hope I didn't offend you but I'm a very rare sort of bear and a tired one as it's late in London, goodnight."
3325,<|paddingtonbear|><|neutral|><|worldofconlon|><|mins|>@WorldofConlon Only post from PB today? 18 mins ago? Thanks for the heads up re link - blasted marmalade chunks!
3326,<|paddingtonbear|><|neutral|><|sight|><|name|>After the US Premiere I'm doing a little bit of sight seeing. Never has a name been more perfect for a place. I think Aunt Lucy would like to see this. #Paddington2
3327,"<|paddingtonbear|><|neutral|><|met|><|friends|>@hughbon Dear Mr Brown, that is a very nice idea. May I suggest we watch the next film from Mr Bond, as he has quite a lot of adventures too. I think, if I met him, Mr Q and I would be friends."
3328,<|paddingtonbear|><|neutral|><|wet|><|umbrella|>I couldn’t find my umbrella before I left but made it to Mr Gruber’s for our #elevenses without getting wet. I think it will be a good day.
3329,<|paddingtonbear|><|neutral|><|wellingtons|><|undefined|>Very glad I'm wearing my Wellingtons. I think our #elevenses are going to be rather soggy today.
3330,"<|paddingtonbear|><|neutral|><|boats|><|river|>I saw some nice boats on my Sunday walk along the river with Mrs Brown. We walked a very long way, so I think that I deserve a big iced bun."
3331,<|paddingtonbear|><|neutral|><|months|><|cinema|>Mr Brown has just said that in two months we can all watch #Paddington2 at the cinema. I think I'll have a cup of hot cocoa to celebrate.
3332,"<|paddingtonbear|><|neutral|><|quiz|><|question|>Mrs Brown has just put us all forward for the quiz at this years Windsor Gardens Christmas party. I think I already know the answer to the question, what are the best oranges to make marmalade with?"
3333,<|paddingtonbear|><|neutral|><|fraper|><|baguettes|>Mr Gruber and I are very excited about today’s game. I think we’ll have marmalade baguettes to celebrate. #FRAPER
3334,<|paddingtonbear|><|neutral|><|fond|><|newyearresolution|>My #NewYearResolution is to make new friends. I think I'll get on with these birds as we are both fond of sandwiches
3335,<|paddingtonbear|><|neutral|><|discuss|><|undefined|>Every one seems to have a plan for Bank Holiday Monday. I think I'd like one too so I will discuss it with Mr. Gruber over our #elevenses
3336,<|paddingtonbear|><|neutral|><|chosen|><|guess|>We're having what Judy likes to call 'movie night.' Can you guess what the Browns have chosen to watch?
3337,"<|paddingtonbear|><|neutral|><|sam_clements|><|clements|>@sam_clements @StudiocanalUK @picturehouses Dear Mr Clements, I'm sorry to hear my film made you cry. I find a marmalade sandwich helps in these sort of situations."
3338,"<|paddingtonbear|><|neutral|><|name|><|matt_brickman|>@Matt_Brickman @BarackObama Dear Mr Brickman, please can you tell your son that I now live in London with the Browns and I'm very happy, although it was a bit of a brolly buster this weekend. Did you know that Mr Brown's first name is also Henry? It’s a very good name to have."
3339,<|paddingtonbear|><|neutral|><|treasure|><|hunt|>I have just finished my lunch and now I’m ready for the next game in my treasure hunt. Will you join me? #Paddington60
3340,"<|paddingtonbear|><|neutral|><|tax|><|henrytheteddy|>Hello @henrytheteddy, if I were in charge there would be #Elevenses for all, no tax on marmalade and free travel for bears #AskPaddington"
3341,"<|paddingtonbear|><|neutral|><|drinks|><|undefined|>@hughbon @HackedOffHugh Mr Brown, I think we've been kind and polite so our adventures can continue this evening at 6pm on @BBCOne. Mr Buchanan might still have his moment. I'll make the sandwiches if you could possibly sort out the drinks? #Paddington2"
3342,<|paddingtonbear|><|neutral|><|welcome|><|cakes|>Good luck to the bakers this evening. You are all very welcome at 32 Windsor Gardens and I would be more than happy to test your cakes or even eat them all. #GBBOFinal
3343,<|paddingtonbear|><|neutral|><|days|><|cup|>Good morning. There are some days when one cup of tea just isn't enough #Paddington
3344,<|paddingtonbear|><|neutral|><|bonneville|><|ducks|>It is so nice to see Mr Bonneville again. Good weather for ducks isn’t it @Hughbon? #BearOnTheSquare
3345,<|paddingtonbear|><|neutral|><|ducks|><|weather|>Good morning. Nice weather for ducks today isn't it? #Paddington
3346,"<|paddingtonbear|><|neutral|><|mdeaves|><|blames|>Hello @mdeaves, That's a lot of questions. I don't know. Judy usually blames Jonathan for most things. #AskPaddington"
3347,"<|paddingtonbear|><|neutral|><|treasure|><|thursday|>I will be going on a treasure hunt adventure on Thursday, would you like to join me? #Paddington60"
3348,<|paddingtonbear|><|neutral|><|baths|><|undefined|>My fur is nice and clean now Aunt Lucy @BearsHomeLima but would you believe Mrs Bird made me have TWO baths this evening?
3349,<|paddingtonbear|><|neutral|><|treasure|><|undefined|>My treasure hunt continues this weekend! Would you like to join me? #Paddington60
3350,<|paddingtonbear|><|neutral|><|merry|><|wishes|>@actionmedres Thank you! And Paddington wishes a Merry Christmas to his favourite charity too.
3351,"<|paddingtonbear|><|neutral|><|hello|><|sleepy|>Hello pyjamas, hello bed. Time to rest my sleepy head. Goodbye day, good evening moon. Why do you always appear so soon? #WorldPoetryDay"
3352,<|paddingtonbear|><|neutral|><|men|><|players|>I'm very sorry @andy_murray didn't win but at least I can cheer on both players in the #Wimbledon2015 men's final tomorrow #elevenses
3353,"<|paddingtonbear|><|neutral|><|interview|><|talking_books|>@Talking_Books Paddington really enjoyed listening to your interview, thank you!"
3354,<|paddingtonbear|><|neutral|><|village|><|shopbirkdale|>@ShopBirkdale Hello Birkdale Village! Very excited to see my new clothing range has arrived at your babyGap store
3355,"<|paddingtonbear|><|neutral|><|answer|><|undefined|>Hello, I’m ready to answer your questions. Mrs Brown says I must watch my spelling, not sure how she thinks I could do that. #AskPaddington"
3356,<|paddingtonbear|><|neutral|><|londonmarathon|><|undefined|>Good luck to everyone running for @actionmedres in the #LondonMarathon. I hope you've remembered your emergency marmalade sandwiches.
3357,<|paddingtonbear|><|neutral|><|hat|><|raises|>Good evening *raises hat*. If you tweet me a picture or video of yourself raising your hat you could win an 'iPaw'
3358,"<|paddingtonbear|><|neutral|><|marmaladerun|><|emergencysandwich|>Good luck to everyone doing the #MarmaladeRun today, hope you've all got an #emergencysandwich under your hat"
3359,<|paddingtonbear|><|neutral|><|simonfarnaby|><|undefined|>@hughbon I'm sorry I don't. Mrs Bird has suggested that you might like to ask @simonfarnaby
3360,"<|paddingtonbear|><|neutral|><|birthday|><|marcusrashford|>@larabradford @IdiotsAssembled @benwillbond @hughbon @MarcusRashford @Andyshowbiz It's rather difficult to press the record button with paws so I thought I'd type you a birthday message instead. Happy Birthday Daisy, thank you for sharing it with me."
3361,<|paddingtonbear|><|neutral|><|british_airways|><|sound|>Hello @British_Airways. I like the sound of going to Seville. Can the Browns come too? #AskPaddington
3362,<|paddingtonbear|><|neutral|><|messages|><|undefined|>We have been overwhelmed by all your comments and messages. Michael Bond’s daughter has sent you all a few words of thanks….
3363,"<|paddingtonbear|><|neutral|><|teamgb|><|undefined|>Good luck to all of @TeamGB at the #WinterOlympics2018. Mrs Bird says that if there was a sliding down the bannister event, I'd win gold. #OpeningCeremony"
3364,"<|paddingtonbear|><|neutral|><|deep|><|breath|>The sun is out, deep breath in, a spring in my step. Good morning. #BearWithIt"
3365,<|paddingtonbear|><|neutral|><|ducks|><|undefined|>Nice weather for ducks! Luckily I've had an extra special elevenses. #BearOnTheSquare
3366,"<|paddingtonbear|><|neutral|><|edinburgh|><|undefined|>Good morning. Visit Edinburgh @Ocean_Terminal for #elevenses between 11am-12:30pm for some of my marmalade sandwiches, iced buns and cocoa"
3367,<|paddingtonbear|><|neutral|><|missmcfarlane|><|undefined|>Hello @MissMcFarlane and @NewParkPrimary. I think I'd like going to your school as your lessons look really fun
3368,"<|paddingtonbear|><|neutral|><|johnbarrowman|><|barrowman|>@JohnBarrowman Dear Mr Barrowman, I am sorry my film made you cry. I hope you enjoyed the rest of the adventure."
3369,"<|paddingtonbear|><|neutral|><|prints|><|undefined|>@HeathrowAirport I did, thank you. I’m afraid I got a bit sticky so I hope I didn’t leave too many paw prints behind."
3370,"<|paddingtonbear|><|neutral|><|wline|><|shad|>@shad0wline @Nigella_Lawson @GrabYourSpoon @dan_lepard Dear Mr D, thank you however it is Aunt Lucy who would deserve the praise as it is her recipe. But I have been told, by a mutual friend, that Mr Lepard also makes good marmalade."
3371,"<|paddingtonbear|><|neutral|><|visitlondon|><|november|>Thank you @VisitLondon, I've been here for some time now but I'll be going to the cinema in November, which sounds fun!"
3372,"<|paddingtonbear|><|neutral|><|tense|><|englandcricket|>That was a very tense game. Mr Brown has now taken his hands off his eyes. Thank you @englandcricket, marmalade sandwiches all round. #CWC19"
3373,"<|paddingtonbear|><|neutral|><|fletcher|><|carriehfletcher|>@CarrieHFletcher Thank you, Miss Fletcher."
3374,"<|paddingtonbear|><|neutral|><|pigeons|><|undefined|>Hello Chloe @TVRAL, I think it's because pigeons have got very good taste #AskPaddington"
3375,"<|paddingtonbear|><|neutral|><|millward|><|lmillward|>@lmillward86 Good afternoon Ms Millward, please can you let your 8year old know that @BBCOne are showing my film this evening at 6pm. I hope you all enjoy it. #Paddington2"
3376,"<|paddingtonbear|><|neutral|><|ritman|><|raw|>@alexritman @CentralPictureH Dear Mr Ritman, I'm sorry to hear that you got grit in your eye whilst watching my film. It might have blown in by a draft that was caused by a door being open which would explain why you were also able to smell raw onions from outside of the cinema. I hope you enjoyed the film."
3377,"<|paddingtonbear|><|neutral|><|path|><|misconductions|>Hello @misconductions, I've never gone in any one direction. I always like to vary my path. #AskPaddington"
3378,"<|paddingtonbear|><|neutral|><|kay_hki|><|undefined|>Hello @Kay_Hki, I always find my paws stick to the ground. I think it may be because they are usally covered in marmalade #AskPaddington"
3379,"<|paddingtonbear|><|neutral|><|bbcone|><|undefined|>@BobJWilliams @BBCOne Dear Mr Williams, please can you let your son know that #Paddington2 is on @BBCOne this evening at 6:25pm. I hope the wait is worth it. Do let me know what you think, from P.B."
3380,<|paddingtonbear|><|neutral|><|chrisx|><|undefined|>@Chrisx1987 Thank you. Sometimes life can be very complicated if you're a bear.
3381,<|paddingtonbear|><|neutral|><|stephenfry|><|fry|>Thank you @BAFTA for a lovely evening. I'm just telling Mr Gruber all about it. I do like Mr Fry @stephenfry but he does use long words.
3382,"<|paddingtonbear|><|neutral|><|paddingtontv|><|programme|>@BBCOne Dear Mr BBC-One, . Thank you for asking. . We don't have much planned, other than Mr Gruber has been invited to spend the evening with us so we can all watch my film at 7:20pm. And afterwards, there is a programme on @BBCTwo that Mr Brown would like to watch too. #PaddingtonTV"
3383,<|paddingtonbear|><|neutral|><|umbro|><|favour|>.@umbro It’s a nice shirt however I prefer my duffle coat thank you and it would be wrong to favour one team over the other #hardstare
3384,"<|paddingtonbear|><|neutral|><|customs|><|wonderful|>@CarrieHFletcher Oh, I am pleased. Thank you for your kind message. Aunt Lucy had a wonderful time in London. She took home plenty of marmalade to share with her friends at the Home for Retired Bears. Although, she did write to tell me that she'd had some trouble getting the jars through Customs."
